,mean_difference,bias,std_error,bca_ci_lower,bca_ci_upper,effect_size_cohen_d,effect_size_hedges_g,wilcoxon_stat,wilcoxon_rbc,p_value,significant,channel_pair,frequency_band,channel_pair_type,bonferroni_corrected_p,fdr_corrected_p
3053,0.009733333333333366,-2.24466666666652e-05,0.005595809278423345,-0.0007999999999999662,0.020733333333333364,0.6577377377380376,0.5261901901904301,3.0,-0.7142857142857142,0.083,False,O2_FTT8h,beta,EEG_EEG,1.0,0.41852282958199355
3054,-0.0021333333333333824,-2.03066666666662e-05,0.010646452057707584,-0.028999999999999967,0.014266666666666566,-0.07456133123287625,-0.05964906498630101,10.0,-0.04761904761904767,0.9012,False,O2_Fp2,beta,EEG_EEG,1.0,0.9697796828001093
3055,0.018899999999999948,-4.1169999999996626e-05,0.01267807298834357,0.0028999999999999838,0.06036666666666662,0.5561605027473928,0.4449284021979143,2.0,-0.8095238095238095,0.0148,True,O2_P1,beta,EEG_EEG,1.0,0.14152048780487805
3056,6.666666666665007e-05,2.2726666666666735e-05,0.008208204536976679,-0.020000000000000035,0.013799999999999951,0.0030049954496132103,0.0024039963596905684,10.0,0.04761904761904767,0.9398,False,O2_P2,beta,EEG_EEG,1.0,0.9779657332448574
3057,0.0046999999999999655,-1.3783333333333009e-05,0.009854816854814945,-0.021833333333333416,0.02013333333333335,0.17818017894424318,0.14254414315539454,9.0,-0.14285714285714285,0.6098,False,O2_P4,beta,EEG_EEG,1.0,0.928255057270433
3058,0.014599999999999965,-1.3953333333332e-05,0.007031518405171573,0.002399999999999966,0.02993333333333333,0.7730864982903061,0.6184691986322449,3.0,-0.7142857142857142,0.0222,True,O2_P5,beta,EEG_EEG,1.0,0.1855759061833689
3059,-0.00633333333333335,5.2029999999999785e-05,0.007143819884751166,-0.02113333333333325,0.0062333333333332505,-0.33122485401494656,-0.26497988321195726,6.0,0.4285714285714286,0.4132,False,O2_P6,beta,EEG_EEG,1.0,0.827750102145046
3060,-0.008600000000000033,8.720000000000255e-06,0.007199775688283598,-0.027066666666666614,0.002233333333333233,-0.4476641496073471,-0.3581313196858777,6.0,0.4285714285714286,0.2286,False,O2_PO3,beta,EEG_EEG,1.0,0.6663392565055762
3061,-0.02626666666666665,0.00012593333333333484,0.016889369132221704,-0.0623999999999999,0.00361804352257602,-0.5821964482501221,-0.4657571586000977,5.0,0.5238095238095237,0.11,False,O2_PO4,beta,EEG_EEG,1.0,0.4914586894586895
3062,-0.005600000000000017,-0.0001413766666666658,0.011810341554676626,-0.03296666666666658,0.01403333333333325,-0.17702949281543504,-0.14162359425234802,9.0,0.14285714285714285,0.658,False,O2_PO7,beta,EEG_EEG,1.0,0.9329587519830778
3063,-0.0035199999999999407,3.204000000001008e-06,0.011924780724792527,-0.02323999999999988,0.024640000000000002,-0.1168634481440519,-0.08499159865021957,6.0,0.19999999999999996,0.7574,False,O2_PO8,beta,EEG_EEG,1.0,0.9481790263367917
3064,-0.00904000000000004,-8.720000000007194e-07,0.008510781729054952,-0.02355999999999998,0.01039999999999992,-0.4237421376699988,-0.3081761001236355,4.0,0.4666666666666666,0.2956,False,O2_POz,beta,EEG_EEG,1.0,0.7259730997810446
3065,-0.015400000000000018,-0.00011600999999999972,0.012674200400459615,-0.0414,0.007999999999999933,-0.45614064686769007,-0.3649125174941521,6.0,0.4285714285714286,0.2334,False,O2_TP10,beta,EEG_EEG,1.0,0.6733220750551877
3066,-0.00871666666666665,-6.596333333333364e-05,0.016532138100439037,-0.03881666666666658,0.0251333333333333,-0.19656188299190652,-0.15724950639352522,8.0,0.23809523809523814,0.589,False,O2_TPP7h,beta,EEG_EEG,1.0,0.9214583000798083
3067,0.003999999999999968,4.943333333333119e-05,0.014835710248174054,-0.034333333333333285,0.026933333333333254,0.10045001963973804,0.08036001571179044,7.0,-0.3333333333333333,0.704,False,O2_TPP8h,beta,EEG_EEG,1.0,0.9360800406986604
